Diameter Average-Path-Length nodes initial links
16 6.87954925481643 525 2 1
11 5.5802860764077495 526 2 1
12 5.605197653696583 527 2 1
13 6.194569029958024 528 2 1
12 5.776293177521911 529 2 1
15 6.466141170595998 530 2 1
13 5.965092562981914 531 2 1
14 6.973691290372825 532 2 1
13 6.073114305463471 533 2 1
13 6.6385873193217675 534 2 1
13 6.200217018446568 535 2 1
15 6.2835820895522385 536 2 1
12 6.15467355957642 537 2 1
13 5.981378026070764 538 2 1
12 5.736549165120594 539 2 1
14 6.548161891019034 540 2 1
14 6.7682617922913675 541 2 1
14 6.67138891351945 542 2 1
15 6.650438659082724 543 2 1
15 6.685766709998917 544 2 1
13 6.585172692930383 545 2 1
13 6.221648687703733 546 2 1
14 6.87770121408147 547 2 1
14 6.625802319219632 548 2 1
13 6.675335380851714 549 2 1
14 6.32133796986256 550 2 1
13 6.371608645438046 551 2 1
14 6.508265604040085 552 2 1
13 5.998191681735985 553 2 1
15 6.41976485334343 554 2 1
13 6.274667447230624 555 2 1
12 6.357275260872383 556 2 1
14 7.01609340893533 557 2 1
12 5.934924036215517 558 2 1
14 6.5472521976648 559 2 1
11 5.666949910554561 560 2 1
11 5.869569646040234 561 2 1
12 6.045686084203982 562 2 1
14 6.096534199730725 563 2 1
12 5.483409546124485 564 2 1
15 6.550793949664219 565 2 1
13 5.690152912849057 566 2 1
11 5.697509052043799 567 2 1
14 6.3517959609508905 568 2 1
13 6.307136315255328 569 2 1
13 6.297585792248635 570 2 1
13 6.0784834239714876 571 2 1
14 6.38787919611037 572 2 1
12 6.029814862275595 573 2 1
13 6.428188335735265 574 2 1
14 6.540306014240267 575 2 1
14 6.882312801932367 576 2 1
14 5.836859715000963 577 2 1
13 6.68408364467206 578 2 1
14 6.280151316851032 579 2 1
15 7.263015901375737 580 2 1
15 6.772496884088077 581 2 1
14 5.886083361428039 582 2 1
14 6.4484211891331125 583 2 1
12 5.86220893348058 584 2 1
14 6.421941224680951 585 2 1
14 6.750258160497069 586 2 1
14 7.025565291207098 587 2 1
16 7.239740870794655 588 2 1
12 6.159985216497465 589 2 1
14 6.65597536761532 590 2 1
13 6.2445725429464565 591 2 1
13 6.365104952668404 592 2 1
15 6.310924752746001 593 2 1
13 6.610097603352241 594 2 1
15 6.994199700082053 595 2 1
14 6.507292312898314 596 2 1
11 6.042067159061527 597 2 1
15 6.549710649120743 598 2 1
16 6.435463788588562 599 2 1
17 7.643294379521425 600 2 1
12 6.87846921797005 601 2 1
14 6.860481699935324 602 2 1
13 6.640738720572112 603 2 1
17 7.4726752550712225 604 2 1
13 5.816824475945487 605 2 1
14 6.0817990889998095 606 2 1
15 7.12400432794515 607 2 1
13 5.724838506893263 608 2 1
14 6.958084867340766 609 2 1
14 6.299130528412609 610 2 1
13 6.628553030506292 611 2 1
15 6.898831873174802 612 2 1
12 6.163206772649245 613 2 1
15 6.902306699045119 614 2 1
16 7.096930695691322 615 2 1
13 6.164343786295006 616 2 1
11 5.189322023195605 617 2 1
13 6.178302990249301 618 2 1
14 6.429453497916569 619 2 1
13 6.342732815675648 620 2 1
15 6.5024881824320815 621 2 1
15 6.9280177703216985 622 2 1
12 6.965662467161799 623 2 1
16 6.6231530641643 624 2 1
13 6.4678051282051285 625 2 1
13 6.6567821086261985 626 2 1
16 6.569637861717902 627 2 1
13 6.1816404067493576 628 2 1
16 7.353437363928184 629 2 1
14 6.228960052489464 630 2 1
16 7.344260810504868 631 2 1
13 6.201127404762382 632 2 1
14 6.889705441238227 633 2 1
13 6.237868843472324 634 2 1
14 6.644119327355374 635 2 1
15 6.895448917941861 636 2 1
13 5.813443519642981 637 2 1
14 6.524209780367416 638 2 1
15 7.174915743152751 639 2 1
15 6.57331279342723 640 2 1
16 6.956942277691108 641 2 1
12 5.302647246076759 642 2 1
13 6.836131257782106 643 2 1
16 7.139408633830163 644 2 1
15 6.633819635032982 645 2 1
17 7.4533227734178125 646 2 1
15 6.393117077629067 647 2 1
14 6.730971053485222 648 2 1
12 6.105718198938538 649 2 1
12 6.283119592272135 650 2 1
14 5.987106227106227 651 2 1
13 6.617992140454044 652 2 1
13 6.238502804423191 653 2 1
13 6.073024525712894 654 2 1
13 6.922277470411093 655 2 1
14 6.695866691491342 656 2 1
16 6.968955340238334 657 2 1
19 8.278011408585586 658 2 1
14 6.371752355738408 659 2 1
13 6.3403136064744565 660 2 1
13 6.49315545775455 661 2 1
14 6.003501058087399 662 2 1
12 6.198265687869385 663 2 1
13 6.1475767322684405 664 2 1
12 5.765902708578675 665 2 1
12 6.285511074984759 666 2 1
13 5.955463709586648 667 2 1
15 7.064422878381169 668 2 1
13 6.241499064650967 669 2 1
12 5.930183164893024 670 2 1
13 6.386547145049714 671 2 1
18 8.129621744375843 672 2 1
15 7.309116960305667 673 2 1
15 6.906561258548242 674 2 1
15 6.841059457083196 675 2 1
15 6.380565417488494 676 2 1
12 6.221076276297274 677 2 1
14 6.681777580249496 678 2 1
16 6.624864780325049 679 2 1
15 6.644321233648099 680 2 1
14 6.899015288934957 681 2 1
15 6.4052088312426525 682 2 1
12 6.336990077414202 683 2 1
13 6.491377907922564 684 2 1
13 6.281999402398942 685 2 1
14 6.540686514438935 686 2 1
12 6.404912557661867 687 2 1
14 7.039402863816391 688 2 1
13 6.08930198805144 689 2 1
14 5.916674028733094 690 2 1
15 7.18392583737075 691 2 1
14 6.408083283839288 692 2 1
14 5.861788821326393 693 2 1
14 6.182541761792482 694 2 1
17 6.099832065183588 695 2 1
12 6.6970065327048705 696 2 1
13 6.299724599680074 697 2 1
13 6.8843960814460665 698 2 1
14 6.02042213395313 699 2 1
13 6.205330063355815 700 2 1
16 6.492895863052782 701 2 1
16 7.654892684849889 702 2 1
17 7.970391444075655 703 2 1
16 6.764903659640502 704 2 1
14 6.7651998710509345 705 2 1
13 5.643694372450927 706 2 1
15 6.797552600262049 707 2 1
15 6.944361869601003 708 2 1
14 7.583323372618393 709 2 1
15 6.436858102067979 710 2 1
14 6.556914482676651 711 2 1
16 7.160147916370359 712 2 1
14 6.696314039428274 713 2 1
16 7.480456979425711 714 2 1
13 6.387581046404576 715 2 1
14 5.958698284955268 716 2 1
15 6.753979570370024 717 2 1
12 6.385022707583051 718 2 1
14 6.637150793620046 719 2 1
13 6.763637768505641 720 2 1
12 6.050038526737556 721 2 1
17 7.390024627229802 722 2 1
17 7.934920288272549 723 2 1
13 5.974461841773458 724 2 1
16 6.939836159268432 725 2 1
14 6.877780944238625 726 2 1
14 6.65795885578304 727 2 1
16 6.658966549269163 728 2 1
13 6.473462066054658 729 2 1
13 6.45840990660879 730 2 1
16 6.764454772033057 731 2 1
18 7.706708379119852 732 2 1
17 7.222522905344456 733 2 1
14 6.680704506507169 734 2 1
16 7.037075756733211 735 2 1
15 6.825691363501923 736 2 1
16 7.64574361394608 737 2 1
14 6.6741642857405505 738 2 1
13 6.218789765705505 739 2 1
12 5.972596276926453 740 2 1
12 6.413305613305614 741 2 1
16 7.275161779630499 742 2 1
13 6.024610651797731 743 2 1
15 6.987926742789331 744 2 1
12 5.814267157393375 745 2 1
16 7.311952786224517 746 2 1
14 6.434804454637137 747 2 1
13 5.692996585271567 748 2 1
14 6.652749120038839 749 2 1
14 6.592309746328438 750 2 1
13 6.217338659565025 751 2 1
14 6.105033713913364 752 2 1
12 6.1660732954706 753 2 1
14 6.131037300840846 754 2 1
13 7.084708486307025 755 2 1
14 6.126689792914958 756 2 1
13 6.617468005843171 757 2 1
13 6.504191312046232 758 2 1
15 6.642853914851162 759 2 1
14 6.65308577768532 760 2 1
11 5.984909053184867 761 2 1
12 6.296449967407162 762 2 1
17 7.114064870331576 763 2 1
13 6.680346935834711 764 2 1
12 6.172282106559901 765 2 1
15 6.940688407652008 766 2 1
16 7.563032533249819 767 2 1
13 6.049316194046067 768 2 1
15 7.722298981361075 769 2 1
15 7.027149443534359 770 2 1
14 6.121030201964054 771 2 1
13 6.236399803767397 772 2 1
13 6.467909832494353 773 2 1
13 6.231020454553052 774 2 1
13 6.081680420105026 775 2 1
14 6.732417692051879 776 2 1
15 7.122152343801829 777 2 1
14 6.609671368026124 778 2 1
15 6.856117030930829 779 2 1
16 7.026434284585761 780 2 1
17 6.792225614760826 781 2 1
14 6.411499454761585 782 2 1
15 7.79614767779509 783 2 1
12 6.247882294680324 784 2 1
13 6.573124918757312 785 2 1
14 7.105907521758156 786 2 1
15 7.05037003986537 787 2 1
14 6.684340714271893 788 2 1
16 7.4168870188441325 789 2 1
13 6.6634611990823185 790 2 1
15 6.665934804525596 791 2 1
16 7.297258297258297 792 2 1
15 6.302234195676818 793 2 1
16 6.282369981672125 794 2 1
16 7.097229219143577 795 2 1
12 6.007758920388104 796 2 1
14 6.846263942043971 797 2 1
13 6.002207526344091 798 2 1
15 6.738573592931013 799 2 1
17 6.972453066332916 800 2 1
14 6.871092384519351 801 2 1
14 6.467909502149745 802 2 1
15 6.995872709260473 803 2 1
15 6.288551018258644 804 2 1
16 7.858125521461018 805 2 1
15 7.26744755945317 806 2 1
15 7.4776536570516665 807 2 1
13 6.310513207454575 808 2 1
14 6.578822406344466 809 2 1
14 7.018483419554701 810 2 1
14 6.830549085871732 811 2 1
13 6.27424635401165 812 2 1
16 6.815025539417956 813 2 1
13 6.437509633081588 814 2 1
20 7.48987202484135 815 2 1
13 6.932115361482016 816 2 1
16 6.624781001751986 817 2 1
14 6.753262726954419 818 2 1
15 6.992521740688 819 2 1
16 7.066178266178266 820 2 1
16 6.9830129823831735 821 2 1
15 7.0576562319407525 822 2 1
16 7.321265443322011 823 2 1
14 6.660105699017329 824 2 1
15 7.399270373639306 825 2 1
16 7.019751999413017 826 2 1
14 6.556672356397727 827 2 1
14 6.654872684576696 828 2 1
15 6.85682068495306 829 2 1
12 6.282517767087651 830 2 1
15 6.82774998912618 831 2 1
14 6.435865616032584 832 2 1
14 6.552613353033521 833 2 1
13 6.122918232041018 834 2 1
14 7.182745300765376 835 2 1
13 6.74980947196516 836 2 1
15 6.739237307997919 837 2 1
15 6.96148307827421 838 2 1
14 6.7167926358518635 839 2 1
14 6.706793802145411 840 2 1
16 6.5550535077288945 841 2 1
13 6.8658310291164515 842 2 1
13 6.479257712670786 843 2 1
13 6.12045954135816 844 2 1
15 7.400818867607056 845 2 1
16 8.276906290654244 846 2 1
16 6.571143878687399 847 2 1
14 6.382267603751309 848 2 1
13 5.855534813432007 849 2 1
15 6.433406776138017 850 2 1
12 6.133053155457247 851 2 1
13 6.123342877476374 852 2 1
14 6.034311378234236 853 2 1
14 6.582160771598244 854 2 1
13 6.699727460728323 855 2 1
14 6.414622615729354 856 2 1
16 7.308034984023817 857 2 1
13 6.157273298463497 858 2 1
13 6.767032734436692 859 2 1
13 6.04209600129951 860 2 1
15 6.561883153715258 861 2 1
16 7.403728465524629 862 2 1
13 6.197879839657161 863 2 1
15 7.1301553581391355 864 2 1
12 6.101520017126954 865 2 1
14 6.436860724345539 866 2 1
14 6.648228208550096 867 2 1
