Number-Nodes Number-Links Density Average-Degree Average-Path-Length Diameter Average-Clustering Average-Betweenness Average-Eigenvector Average-Closeness Average-PageRank p
300 15757 0.3513266443701226 105.04666666666667 1.6486733556298774 2 0.3520952808532893 96.97666666666665 0.8184439848662763 0.6067331415767647 0.003333333333333334 0.35000000000000003
300 16362 0.3648160535117057 109.08 1.6351839464882942 2 0.3648109804402699 94.95999999999998 0.8205646422558951 0.6117413824867951 0.0033333333333333327 0.36
300 16755 0.37357859531772575 111.7 1.6264214046822743 2 0.3741745470987407 93.64999999999998 0.8262258243677623 0.6150332678216682 0.003333333333333335 0.37
300 17120 0.38171683389074695 114.13333333333334 1.6182831661092532 2 0.3817117767859681 92.43333333333327 0.8518954091246755 0.6181179025779029 0.0033333333333333305 0.38
300 17696 0.3945596432552954 117.97333333333333 1.6054403567447046 2 0.3944940381478963 90.51333333333338 0.8446880989322231 0.6230667739210239 0.003333333333333335 0.39
300 17830 0.3975473801560758 118.86666666666666 1.6024526198439242 2 0.3986522458834189 90.06666666666672 0.8124504562247733 0.6242330915602158 0.003333333333333335 0.4
300 18435 0.41103678929765886 122.9 1.588963210702341 2 0.41133387325492915 88.04999999999998 0.8533168734929415 0.6295367019755045 0.003333333333333335 0.41000000000000003
300 18802 0.41921962095875137 125.34666666666666 1.5807803790412487 2 0.42039160906657186 86.82666666666668 0.80897519284902 0.6328398502611023 0.003333333333333331 0.42
300 19074 0.4252842809364549 127.16 1.5747157190635452 2 0.42525552279285084 85.91999999999997 0.8595174325775968 0.635248323289165 0.0033333333333333335 0.43
300 19646 0.43803790412486066 130.97333333333333 1.5619620958751395 2 0.4388729643909566 84.0133333333333 0.7762565211661193 0.6404730536620438 0.0033333333333333357 0.44
300 20066 0.4474024526198439 133.77333333333334 1.552597547380156 2 0.44716501522019475 82.61333333333322 0.8576181082152289 0.6442977995094179 0.003333333333333336 0.45
300 20741 0.4624526198439242 138.27333333333334 1.5375473801560757 2 0.4621266735638423 80.36333333333332 0.8262118632833487 0.6506092545209977 0.003333333333333335 0.46
300 21061 0.46958751393534004 140.40666666666667 1.53041248606466 2 0.47010864636334637 79.29666666666658 0.8463130912821534 0.6536672448472498 0.003333333333333334 0.47000000000000003
300 21571 0.480958751393534 143.80666666666667 1.519041248606466 2 0.4810323832548007 77.59666666666664 0.8653081610166604 0.658551137857446 0.003333333333333334 0.48
300 22113 0.4930434782608696 147.42 1.5069565217391305 2 0.4936786353001666 75.78999999999995 0.8629105754082749 0.663845074755745 0.0033333333333333322 0.49
300 22471 0.5010256410256411 149.80666666666667 1.498974358974359 2 0.5005084365138218 74.59666666666664 0.8790238223903526 0.6673356454150844 0.0033333333333333335 0.5
300 22772 0.507736900780379 151.81333333333333 1.4922630992196209 2 0.5071281312480005 73.59333333333329 0.8857437569972425 0.6703488058749485 0.0033333333333333296 0.51
300 23431 0.5224303232998885 156.20666666666668 1.4775696767001114 2 0.5223587747453219 71.39666666666662 0.8796204755519202 0.6770313307537179 0.003333333333333332 0.52
300 23730 0.5290969899665552 158.2 1.4709030100334448 2 0.5288835002312119 70.40000000000002 0.8633266298679867 0.6801011833113618 0.003333333333333331 0.53
300 24310 0.5420289855072464 162.06666666666666 1.4579710144927536 2 0.5422955998006564 68.46666666666664 0.8730456435828226 0.6861565284912284 0.003333333333333335 0.54
300 24960 0.5565217391304348 166.4 1.4434782608695653 2 0.5561642130476105 66.3 0.8465353682113764 0.6929941098868944 0.0033333333333333327 0.55
300 25161 0.5610033444816054 167.74 1.4389966555183946 2 0.5611224814728546 65.63000000000001 0.8732193176242936 0.6952247033150011 0.0033333333333333335 0.56
300 25553 0.5697435897435897 170.35333333333332 1.4302564102564101 2 0.5696966217256918 64.32333333333328 0.8818645337737017 0.6994573255190414 0.0033333333333333357 0.5700000000000001
300 26019 0.5801337792642141 173.46 1.419866220735786 2 0.5796051551028879 62.76999999999999 0.8859288264810743 0.7045434703198709 0.003333333333333336 0.58
300 26537 0.5916833890746934 176.91333333333333 1.4083166109253065 2 0.5920386679130246 61.04333333333331 0.8713708196784992 0.7104056263108384 0.0033333333333333322 0.59
300 26749 0.5964102564102564 178.32666666666665 1.4035897435897435 2 0.5964256505864255 60.336666666666645 0.8581686362783291 0.7127612528664968 0.0033333333333333314 0.6
300 27293 0.6085395763656634 181.95333333333335 1.3914604236343366 2 0.6085499045014303 58.523333333333355 0.8814780779160228 0.7189586027874665 0.003333333333333334 0.61
300 27770 0.61917502787068 185.13333333333333 1.38082497212932 2 0.6191213202455892 56.93333333333336 0.9053526795599567 0.7245143726624478 0.003333333333333334 0.62
300 28336 0.6317948717948718 188.90666666666667 1.3682051282051282 2 0.6320317413084106 55.04666666666665 0.8614034263915799 0.7312246984697084 0.0033333333333333314 0.63
300 28721 0.6403790412486065 191.47333333333333 1.3596209587513934 2 0.6403791783343128 53.76333333333336 0.9042650096976816 0.7358154230572798 0.003333333333333333 0.64
300 29150 0.6499442586399108 194.33333333333334 1.350055741360089 2 0.6502342379969439 52.333333333333336 0.8899077810377979 0.741041224523216 0.0033333333333333335 0.65
300 29661 0.6613377926421404 197.74 1.3386622073578596 2 0.6609610392341384 50.630000000000045 0.9107866582572287 0.7473048874486006 0.0033333333333333335 0.66
300 29947 0.6677146042363433 199.64666666666668 1.3322853957636567 2 0.6680388729937115 49.67666666666667 0.9037799064363539 0.750914539344862 0.003333333333333335 0.67
300 30510 0.6802675585284281 203.4 1.3197324414715719 2 0.6805550877342681 47.79999999999998 0.9009481345373997 0.7580865235575748 0.003333333333333332 0.68
300 30877 0.6884503901895206 205.84666666666666 1.3115496098104793 2 0.6886512826849882 46.57666666666668 0.8921651870866576 0.7627827406439005 0.003333333333333333 0.6900000000000001
300 31508 0.7025195094760313 210.05333333333334 1.2974804905239687 2 0.702776786645315 44.47333333333331 0.8869867332291039 0.7710879002800384 0.003333333333333332 0.7000000000000001
300 31923 0.7117725752508361 212.82 1.2882274247491639 2 0.7115897428790606 43.09 0.9239058294319924 0.7765583899233529 0.0033333333333333305 0.71
300 32266 0.7194202898550724 215.10666666666665 1.2805797101449274 2 0.7191968471152851 41.94666666666667 0.9154467029602835 0.7811844672970628 0.003333333333333334 0.72
300 32845 0.732329988851728 218.96666666666667 1.267670011148272 2 0.7322908595592575 40.01666666666665 0.9077810120115002 0.7891427799822043 0.003333333333333333 0.73
300 33134 0.738773690078038 220.89333333333335 1.261226309921962 2 0.7388237197236428 39.053333333333335 0.9127181419338232 0.7932074957102806 0.003333333333333332 0.74
300 33538 0.7477814938684504 223.58666666666667 1.2522185061315496 2 0.7475907469421408 37.70666666666666 0.9167615805504166 0.7988711541899998 0.0033333333333333314 0.75
300 34018 0.7584838350055741 226.78666666666666 1.241516164994426 2 0.7584594317749502 36.10666666666666 0.9006921178735232 0.8057933037032182 0.0033333333333333296 0.76
300 34545 0.7702341137123746 230.3 1.2297658862876255 2 0.7703653460109315 34.34999999999998 0.9144644687360373 0.8134892773625745 0.003333333333333334 0.77
300 35069 0.781917502787068 233.79333333333332 1.218082497212932 2 0.7820104819800364 32.603333333333346 0.9204198761352153 0.8212938105136021 0.0033333333333333322 0.78
300 35396 0.7892084726867336 235.97333333333333 1.2107915273132663 2 0.7893727359530545 31.51333333333334 0.9059055860865514 0.8262430595534138 0.003333333333333332 0.79
300 35863 0.7996209587513935 239.08666666666667 1.2003790412486064 2 0.7996294867727117 29.95666666666666 0.9273078075297214 0.8333830971888905 0.003333333333333331 0.8
300 36311 0.8096098104793757 242.07333333333332 1.1903901895206244 2 0.8094797506003456 28.463333333333352 0.9322151923147222 0.8403478044192942 0.003333333333333335 0.81
300 36784 0.8201560758082497 245.22666666666666 1.1798439241917502 2 0.8201968389285696 26.886666666666656 0.9397071689830312 0.8478782662504724 0.0033333333333333314 0.8200000000000001
300 37164 0.8286287625418061 247.76 1.171371237458194 2 0.8286981466692233 25.62000000000001 0.9320230923553529 0.8540068066949285 0.0033333333333333335 0.8300000000000001
300 37634 0.839108138238573 250.89333333333335 1.160891861761427 2 0.8391330696971179 24.05333333333333 0.9339015194506414 0.8616971357117367 0.003333333333333336 0.84
300 38167 0.8509921962095875 254.44666666666666 1.1490078037904126 2 0.8508733198159091 22.276666666666664 0.9393317917914076 0.8705620809274806 0.003333333333333333 0.85
300 38604 0.8607357859531772 257.36 1.1392642140468228 2 0.8607074225018604 20.820000000000004 0.939668790451686 0.8780129832422944 0.003333333333333331 0.86
300 39098 0.8717502787068004 260.6533333333333 1.1282497212931994 2 0.8717312748223126 19.173333333333336 0.9284777319922871 0.886584928425816 0.003333333333333332 0.87
300 39404 0.8785730211817169 262.6933333333333 1.1214269788182831 2 0.8784839297949046 18.15333333333332 0.9518519919880184 0.8919468591679347 0.0033333333333333335 0.88
300 39820 0.8878483835005574 265.46666666666664 1.1121516164994425 2 0.8879454496134283 16.766666666666662 0.9481278323878396 0.8994304962314984 0.003333333333333338 0.89
300 40253 0.8975027870680045 268.35333333333335 1.1024972129319957 2 0.8975605940132835 15.32333333333333 0.9554239910692316 0.9072822536337486 0.0033333333333333357 0.9
300 40808 0.9098773690078038 272.05333333333334 1.0901226309921963 2 0.9098446174094565 13.47333333333334 0.9554848348357795 0.917526709696022 0.003333333333333341 0.91
300 41284 0.9204905239687848 275.2266666666667 1.0795094760312152 2 0.9204657442178789 11.88666666666667 0.9626273623590286 0.9265360579259072 0.0033333333333333357 0.92
300 41687 0.9294760312151616 277.91333333333336 1.0705239687848382 2 0.929495480682273 10.543333333333333 0.96199113853289 0.9343077384758612 0.003333333333333336 0.93
300 42166 0.9401560758082497 281.1066666666667 1.0598439241917503 2 0.9401702188749885 8.946666666666664 0.962981683153409 0.9436985868782635 0.003333333333333334 0.9400000000000001
300 42640 0.9507246376811594 284.26666666666665 1.0492753623188407 2 0.9507269709065631 7.3666666666666725 0.9702393580987018 0.9531775092877365 0.003333333333333334 0.9500000000000001
300 43047 0.9597993311036789 286.98 1.040200668896321 2 0.9598013018647878 6.010000000000007 0.9697491253276106 0.961464525743066 0.003333333333333335 0.96
300 43474 0.969319955406912 289.82666666666665 1.0306800445930882 2 0.9693258847460713 4.5866666666666625 0.9760020076719433 0.970325583821107 0.0033333333333333288 0.97
300 44026 0.9816276477146042 293.50666666666666 1.0183723522853958 2 0.9816290406221189 2.7466666666666657 0.984982781776186 0.9820156700016577 0.003333333333333323 0.98
300 44348 0.9888071348940914 295.6533333333333 1.0111928651059086 2 0.9888066259488848 1.6733333333333327 0.9888820546981427 0.9889672446197143 0.0033333333333333257 0.99
