Number-Nodes Number-Links Density Average-Degree Average-Path-Length Diameter Average-Clustering Average-Betweenness Average-Eigenvector Average-Closeness Average-PageRank p
300 299 0.006666666666666667 1.9933333333333334 5.545707915273133 11 0 679.5833333333334 0.03557366739852004 0.18664516627754515 0.003333333333333334 0
300 764 0.017034559643255294 5.093333333333334 3.4582831661092532 6 0.033723559095554835 367.51333333333326 0.12460254334861974 0.29181031735560015 0.0033333333333333335 0.01
300 1223 0.027268673355629876 8.153333333333334 2.890189520624303 4 0.029839043280993717 282.58333333333326 0.13528150027326014 0.34755455629450144 0.0033333333333333327 0.02
300 1657 0.036945373467112595 11.046666666666667 2.6037904124860645 4 0.04293948465445649 239.7666666666665 0.16122439341242567 0.3850677841399815 0.003333333333333331 0.03
300 2089 0.046577480490523966 13.926666666666666 2.4454626532887405 4 0.05525433198668466 216.09666666666666 0.20251710627050926 0.4098538393697432 0.003333333333333332 0.04
300 2537 0.056566332218506134 16.913333333333334 2.3042140468227426 3 0.05963514341708226 194.97999999999973 0.3413196560238427 0.43500470362129545 0.0033333333333333322 0.05
300 2958 0.06595317725752509 19.72 2.18711259754738 3 0.06613664026873305 177.47333333333341 0.3528974429839527 0.45810008974650135 0.0033333333333333335 0.06
300 3423 0.07632107023411372 22.82 2.0852173913043477 3 0.07827881274974374 162.24000000000007 0.38462096523969297 0.48032536695794864 0.003333333333333334 0.07
300 3755 0.08372352285395764 25.033333333333335 2.027513935340022 3 0.08303666471312765 153.61333333333332 0.5408062440390328 0.4937084182867959 0.0033333333333333305 0.08
300 4337 0.09670011148272017 28.913333333333334 1.9581047937569678 3 0.0961408430492556 143.23666666666665 0.3900952046164422 0.5109782051211318 0.0033333333333333314 0.09
300 4803 0.10709030100334448 32.02 1.9209364548494983 3 0.10533587925877491 137.67999999999998 0.5723795937820335 0.5207944737402584 0.003333333333333335 0.1
300 5154 0.11491638795986622 34.36 1.9017391304347826 3 0.11581399205143264 134.81000000000006 0.6708161303015242 0.5259668712738629 0.003333333333333333 0.11
300 5644 0.1258416945373467 37.626666666666665 1.8817614269788183 3 0.12915166415504345 131.8233333333333 0.5977627619313405 0.5315247814788555 0.0033333333333333357 0.12
300 5949 0.13264214046822742 39.66 1.871371237458194 3 0.13258661465412713 130.26999999999995 0.6041170712686647 0.5344546398931194 0.0033333333333333357 0.13
300 6530 0.1455964325529543 43.53333333333333 1.8554069119286511 3 0.14446315266244217 127.88333333333335 0.6194511498558836 0.5390358775136402 0.0033333333333333322 0.14
300 7040 0.15696767001114828 46.93333333333333 1.8434782608695652 2 0.15716617742659544 126.10000000000005 0.49392776908572406 0.542545568134487 0.003333333333333335 0.15
300 7441 0.16590858416945373 49.60666666666667 1.8342028985507246 2 0.1640059762368949 124.71333333333338 0.617880460279996 0.5452752575584429 0.003333333333333335 0.16
300 7989 0.17812709030100335 53.26 1.8220066889632107 3 0.17775762021427077 122.89000000000007 0.7239160543838026 0.5489282629845074 0.003333333333333334 0.17
300 8321 0.18552954292084728 55.473333333333336 1.8144927536231885 2 0.18531562432013932 121.76666666666671 0.7253758763317367 0.5512095336945325 0.003333333333333331 0.18
300 8709 0.19418060200668896 58.06 1.805819397993311 2 0.19540956549178548 120.47000000000013 0.7518574437455775 0.5538650809520324 0.00333333333333333 0.19
300 9298 0.20731326644370124 61.986666666666665 1.7926867335562988 2 0.20929598874222288 118.50666666666665 0.6809302501918907 0.5579281417445221 0.0033333333333333357 0.2
300 9639 0.21491638795986623 64.26 1.7850836120401339 2 0.21574355695885558 117.37000000000002 0.6536019925554956 0.5603094231941963 0.0033333333333333327 0.21
300 10126 0.22577480490523968 67.50666666666666 1.7742251950947603 2 0.22695315672051974 115.74666666666677 0.6866727874611559 0.5637389508383013 0.003333333333333335 0.22
300 10513 0.2344035674470457 70.08666666666667 1.7655964325529543 2 0.23631726358863892 114.45666666666669 0.6916848456562654 0.566516922087748 0.003333333333333331 0.23
300 10878 0.2425418060200669 72.52 1.7574581939799332 2 0.24414159405549016 113.23999999999998 0.7096264715834081 0.5691264375170934 0.0033333333333333327 0.24
300 11411 0.25442586399108136 76.07333333333334 1.7455741360089185 2 0.2542553692738757 111.46333333333341 0.7959337247536594 0.5730052808960149 0.0033333333333333322 0.25
300 11784 0.26274247491638797 78.56 1.737257525083612 2 0.26264560759379574 110.22000000000003 0.7608660989975081 0.5757439068697845 0.0033333333333333335 0.26
300 12208 0.27219620958751395 81.38666666666667 1.727803790412486 2 0.2705125532229719 108.80666666666671 0.8179918111020128 0.5788788219022756 0.0033333333333333327 0.27
300 12807 0.28555183946488294 85.38 1.714448160535117 2 0.2858923098756842 106.81000000000003 0.7626383678960419 0.5834256323132855 0.0033333333333333335 0.28
300 13154 0.29328874024526197 87.69333333333333 1.706711259754738 2 0.29299371195628293 105.65333333333336 0.7991334361555201 0.5860646308850208 0.0033333333333333335 0.29
300 13751 0.30659977703455965 91.67333333333333 1.6934002229654403 2 0.30770822909385437 103.66333333333337 0.7926595321082878 0.5906935295962037 0.003333333333333334 0.3
300 14158 0.31567447045707914 94.38666666666667 1.684325529542921 2 0.3163582969822152 102.3066666666666 0.7227166522573465 0.5938710387757181 0.003333333333333332 0.31
300 14501 0.3233221850613155 96.67333333333333 1.6766778149386845 2 0.3229400600323773 101.16333333333327 0.8034254802554371 0.5965765148685462 0.003333333333333334 0.32
300 15063 0.33585284280936456 100.42 1.6641471571906354 2 0.3348877723077492 99.28999999999989 0.7771298931243655 0.6010655216412141 0.003333333333333334 0.33
